Ano;ID Eleccion;ID Region;Territorio;Partido;Candidato;Sexo;Edad
2013;PRESIDENCIAL;;NACIONAL;PARTIDO ECOLOGISTA VERDE;SFEIR YOUNIS ALFREDO;HOMBRE;66
2013;PRESIDENCIAL;;NACIONAL;PARTIDO SOCIALISTA DE CHILE;BACHELET JERIA MICHELLE;MUJER;62
2013;PRESIDENCIAL;;NACIONAL;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;ISRAEL ZIPPER RICARDO;HOMBRE;63
2013;PRESIDENCIAL;;NACIONAL;INDEPENDIENTE;PARISI FERNANDEZ FRANCO ALDO;HOMBRE;46
2013;PRESIDENCIAL;;NACIONAL;INDEPENDIENTE;JOCELYN-HOLT LETELIER TOMAS;HOMBRE;50
2013;PRESIDENCIAL;;NACIONAL;UNION DEMOCRATA INDEPENDIENTE;MATTHEI FORNET EVELYN;MUJER;60
2013;PRESIDENCIAL;;NACIONAL;PARTIDO HUMANISTA;CLAUDE REYES MARCEL;HOMBRE;56
2013;PRESIDENCIAL;;NACIONAL;PARTIDO IGUALDAD;MIRANDA MENESES ROXANA;MUJER;46
2013;PRESIDENCIAL;;NACIONAL;PARTIDO PROGRESISTA;ENRIQUEZ-OMINAMI GUMUCIO MARCO;HOMBRE;40
2013;SENADORES;2;Circunscripción Senatorial 2;UNION DEMOCRATA INDEPENDIENTE;ROJAS MOLINA MANUEL ERNESTO;HOMBRE;54
2013;SENADORES;2;Circunscripción Senatorial 2;INDEPENDIENTE;CANTERO OJEDA CARLOS;HOMBRE;57
2013;SENADORES;2;Circunscripción Senatorial 2;INDEPENDIENTE;GUEVARA CORTES DANIEL;HOMBRE;41
2013;SENADORES;2;Circunscripción Senatorial 2;INDEPENDIENTE;ORREGO HENRIQUEZ JIMENA ESTRELLA;MUJER;46
2013;SENADORES;2;Circunscripción Senatorial 2;INDEPENDIENTE;ARAYA GUERRERO PEDRO;HOMBRE;39
2013;SENADORES;2;Circunscripción Senatorial 2;INDEPENDIENTE;GUILLIER ALVAREZ ALEJANDRO;HOMBRE;60
2013;SENADORES;2;Circunscripción Senatorial 2;PARTIDO HUMANISTA;CONTRERAS BRAÑA GISELA;MUJER;37
2013;SENADORES;4;Circunscripción Senatorial 4;RENOVACION NACIONAL;BERTOLINO RENDIC MARIO;HOMBRE;59
2013;SENADORES;4;Circunscripción Senatorial 4;UNION DEMOCRATA INDEPENDIENTE;URIARTE HERRERA GONZALO;HOMBRE;48
2013;SENADORES;4;Circunscripción Senatorial 4;PARTIDO DEMOCRATA CRISTIANO;PIZARRO SOTO JORGE;HOMBRE;61
2013;SENADORES;4;Circunscripción Senatorial 4;PARTIDO POR LA DEMOCRACIA;MUÑOZ D'ALBORA ADRIANA;MUJER;65
2013;SENADORES;4;Circunscripción Senatorial 4;PARTIDO HUMANISTA;VEGA GONZALEZ LUIS;HOMBRE;51
2013;SENADORES;6;Circunscripción Senatorial 9;RENOVACION NACIONAL;CARDEMIL HERRERA ALBERTO;HOMBRE;68
2013;SENADORES;6;Circunscripción Senatorial 9;UNION DEMOCRATA INDEPENDIENTE;GARCIA-HUIDOBRO SANFUENTES ALEJANDRO;HOMBRE;61
2013;SENADORES;6;Circunscripción Senatorial 9;PARTIDO DEMOCRATA CRISTIANO;LATORRE CARMONA JUAN CARLOS;HOMBRE;64
2013;SENADORES;6;Circunscripción Senatorial 9;PARTIDO SOCIALISTA DE CHILE;LETELIER MOREL JUAN PABLO;HOMBRE;52
2013;SENADORES;6;Circunscripción Senatorial 9;PARTIDO HUMANISTA;GARCIA MERINO LUIS FELIPE;HOMBRE;61
2013;SENADORES;8;Circunscripción Senatorial 12;INDEPENDIENTE;CONTESSE GONZALEZ DANIEL;HOMBRE;67
2013;SENADORES;8;Circunscripción Senatorial 12;UNION DEMOCRATA INDEPENDIENTE;VAN RYSSELBERGHE HERRERA JACQUELINE;MUJER;48
2013;SENADORES;8;Circunscripción Senatorial 12;PARTIDO ECOLOGISTA VERDE;GONZALEZ GATICA GRACIELA;MUJER;44
2013;SENADORES;8;Circunscripción Senatorial 12;PARTIDO IGUALDAD;SANDOVAL OJEDA JAVIER;HOMBRE;43
2013;SENADORES;8;Circunscripción Senatorial 12;MOVIMIENTO AMPLIO SOCIAL;NAVARRO BRAIN ALEJANDRO;HOMBRE;54
2013;SENADORES;8;Circunscripción Senatorial 12;PARTIDO SOCIALISTA DE CHILE;ESCALONA MEDINA CAMILO;HOMBRE;58
2013;SENADORES;8;Circunscripción Senatorial 12;PARTIDO HUMANISTA;MUÑOZ GUTIERREZ LORETO;MUJER;54
2013;SENADORES;8;Circunscripción Senatorial 12;INDEPENDIENTE;GARAY PITA RAFAEL EDUARDO;HOMBRE;37
2013;SENADORES;8;Circunscripción Senatorial 12;INDEPENDIENTE;VASQUEZ VARELA OSMAN LENIN;HOMBRE;42
2013;SENADORES;8;Circunscripción Senatorial 13;RENOVACION NACIONAL;OYARCE SUAZO ROSA;MUJER;56
2013;SENADORES;8;Circunscripción Senatorial 13;UNION DEMOCRATA INDEPENDIENTE;PEREZ VARELA VICTOR;HOMBRE;59
2013;SENADORES;8;Circunscripción Senatorial 13;INDEPENDIENTE;CARRASCO FRAY JUANITA ODETT;MUJER;64
2013;SENADORES;8;Circunscripción Senatorial 13;INDEPENDIENTE;SEGUEL SAN MARTIN HECTOR JOAQUIN;HOMBRE;57
2013;SENADORES;8;Circunscripción Senatorial 13;PARTIDO DEMOCRATA CRISTIANO;SABAG CASTILLO HOSAIN;HOMBRE;76
2013;SENADORES;8;Circunscripción Senatorial 13;PARTIDO POR LA DEMOCRACIA;HARBOE BASCUÑAN FELIPE;HOMBRE;41
2013;SENADORES;10;Circunscripción Senatorial 17;RENOVACION NACIONAL;KUSCHEL SILVA CARLOS IGNACIO;HOMBRE;60
2013;SENADORES;10;Circunscripción Senatorial 17;UNION DEMOCRATA INDEPENDIENTE;MOREIRA BARROS IVAN;HOMBRE;56
2013;SENADORES;10;Circunscripción Senatorial 17;PARTIDO DEMOCRATA CRISTIANO;ASCENCIO MANSILLA GABRIEL;HOMBRE;60
2013;SENADORES;10;Circunscripción Senatorial 17;PARTIDO SOCIALISTA DE CHILE;QUINTEROS LARA RABINDRANATH;HOMBRE;70
2013;SENADORES;12;Circunscripción Senatorial 19;INDEPENDIENTE;BERGER DEMPSTER FRANCISCO;HOMBRE;51
2013;SENADORES;12;Circunscripción Senatorial 19;INDEPENDIENTE;MARINOVIC SOLO DE ZALDIVAR MIODRAG;HOMBRE;46
2013;SENADORES;12;Circunscripción Senatorial 19;INDEPENDIENTE;BIANCHI CHELECH CARLOS;HOMBRE;53
2013;SENADORES;12;Circunscripción Senatorial 19;INDEPENDIENTE;TAPIA OGEDA SERGIO NELSON;HOMBRE;64
2013;SENADORES;12;Circunscripción Senatorial 19;PARTIDO DEMOCRATA CRISTIANO;GOIC BOROEVIC CAROLINA;MUJER;40
2013;SENADORES;12;Circunscripción Senatorial 19;PARTIDO SOCIALISTA DE CHILE;MUÑOZ ABURTO PEDRO;HOMBRE;69
2013;SENADORES;13;Circunscripción Senatorial 7;RENOVACION NACIONAL;ALLAMAND ZAVALA ANDRES;HOMBRE;57
2013;SENADORES;13;Circunscripción Senatorial 7;UNION DEMOCRATA INDEPENDIENTE;ZALAQUETT SAID PABLO;HOMBRE;50
2013;SENADORES;13;Circunscripción Senatorial 7;INDEPENDIENTE;GUTIERREZ GONZALEZ EDUARDO;HOMBRE;62
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO IGUALDAD;FLORES RAMIREZ SERGIO ENRIQUE;HOMBRE;55
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO DEMOCRATA CRISTIANO;UNDURRAGA VICUÑA ALBERTO;HOMBRE;44
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO POR LA DEMOCRACIA;GIRARDI LAVIN GUIDO;HOMBRE;52
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO HUMANISTA;ALFSEN OVANDO WILFREDO;HOMBRE;64
2013;SENADORES;13;Circunscripción Senatorial 7;PARTIDO HUMANISTA;MUÑOZ FLORES CARLOS ALBERTO;HOMBRE;37
2013;SENADORES;13;Circunscripción Senatorial 8;INDEPENDIENTE;GOLBORNE RIVEROS LAURENCE;HOMBRE;52
2013;SENADORES;13;Circunscripción Senatorial 8;RENOVACION NACIONAL;OSSANDON IRARRAZABAL MANUEL JOSE;HOMBRE;51
2013;SENADORES;13;Circunscripción Senatorial 8;INDEPENDIENTE;RENDON ESCOBAR LUIS MARIANO;HOMBRE;50
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO IGUALDAD;CARRASCO MORA IVAN;HOMBRE;43
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO DEMOCRATA CRISTIANO;ALVEAR VALENZUELA SOLEDAD;MUJER;63
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO SOCIALISTA DE CHILE;MONTES CISTERNAS CARLOS;HOMBRE;67
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO HUMANISTA;GUZMAN SINKOVICH PATRICIO GUSTAVO;HOMBRE;56
2013;SENADORES;13;Circunscripción Senatorial 8;PARTIDO HUMANISTA;OSSA LAGARRIGUE JUAN GUILLERMO;HOMBRE;60
2013;SENADORES;13;Circunscripción Senatorial 8;INDEPENDIENTE;CARREÑO FRAILE JOSE ANTONIO;HOMBRE;36
2013;SENADORES;13;Circunscripción Senatorial 8;INDEPENDIENTE;SILVA CUADRA ESTEBAN VALERIO;HOMBRE;49
2013;SENADORES;14;Circunscripción Senatorial 16;RENOVACION NACIONAL;SCHULTZ OETTINGER FERNANDO ANDRES;HOMBRE;46
2013;SENADORES;14;Circunscripción Senatorial 16;UNION DEMOCRATA INDEPENDIENTE;VON BAER JAHN ENA;MUJER;38
2013;SENADORES;14;Circunscripción Senatorial 16;INDEPENDIENTE;ARAVENA RETAMAL ALEJANDRO;HOMBRE;49
2013;SENADORES;14;Circunscripción Senatorial 16;INDEPENDIENTE;CANDIA OAKLEY DULCELINA YOLANDA ISABEL;MUJER;51
2013;SENADORES;14;Circunscripción Senatorial 16;PARTIDO COMUNISTA DE CHILE;MARDONES RIQUELME ABERNEGO;HOMBRE;64
2013;SENADORES;14;Circunscripción Senatorial 16;PARTIDO SOCIALISTA DE CHILE;DE URRESTI LONGTON ALFONSO;HOMBRE;47
2013;SENADORES;14;Circunscripción Senatorial 16;PARTIDO HUMANISTA;MUÑOZ FIGUEROA RODRIGO;HOMBRE;50
2013;DIPUTADOS;1;Distrito Electoral 2;RENOVACION NACIONAL;JOFRE NUÑEZ NESTOR;HOMBRE;66
2013;DIPUTADOS;1;Distrito Electoral 2;UNION DEMOCRATA INDEPENDIENTE;TRISOTTI MARTINEZ RENZO;HOMBRE;37
2013;DIPUTADOS;1;Distrito Electoral 2;INDEPENDIENTE;ISASI BARBIERI MARTA ELIANA;MUJER;47
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO COMUNISTA DE CHILE;GUTIERREZ GALVEZ HUGO;HOMBRE;52
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO RADICAL SOCIALDEMOCRATA;LIENDO SALAS JUAN CARLOS;HOMBRE;49
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO HUMANISTA;CORRALES VILLALOBOS LUIS ALBERTO;HOMBRE;61
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO HUMANISTA;FUENTES MANRIQUEZ CRISTIAN;HOMBRE;26
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;TICUNA VILCA HECTOR CARLOS;HOMBRE;41
2013;DIPUTADOS;1;Distrito Electoral 2;PARTIDO PROGRESISTA;JAMETT PIZARRO CRISTIAN ANDRES;HOMBRE;36
2013;DIPUTADOS;2;Distrito Electoral 3;RENOVACION NACIONAL;AGUSTO PEREZ DANIEL;HOMBRE;37
2013;DIPUTADOS;2;Distrito Electoral 3;UNION DEMOCRATA INDEPENDIENTE;WARD EDWARDS FELIPE;HOMBRE;41
2013;DIPUTADOS;2;Distrito Electoral 3;INDEPENDIENTE;HEVIA GARRIDO BERNARDO;HOMBRE;52
2013;DIPUTADOS;2;Distrito Electoral 3;INDEPENDIENTE;REYES ARAYA WILSON MANUEL;HOMBRE;46
2013;DIPUTADOS;2;Distrito Electoral 3;PARTIDO COMUNISTA DE CHILE;CUEVAS ZAMBRANO CRISTIAN;HOMBRE;46
2013;DIPUTADOS;2;Distrito Electoral 3;PARTIDO RADICAL SOCIALDEMOCRATA;ESPINOSA MONARDES MARCOS;HOMBRE;51
2013;DIPUTADOS;2;Distrito Electoral 3;PARTIDO HUMANISTA;ONELL ARACENA PABLO;HOMBRE;33
2013;DIPUTADOS;2;Distrito Electoral 3;PARTIDO PROGRESISTA;CONTRERAS RIVERA LUIS ARMANDO;HOMBRE;45
2013;DIPUTADOS;2;Distrito Electoral 4;RENOVACION NACIONAL;NUÑEZ URRUTIA PAULINA;MUJER;30
2013;DIPUTADOS;2;Distrito Electoral 4;UNION DEMOCRATA INDEPENDIENTE;PORTILLA BARRAZA ESLAYNE DAVID;HOMBRE;40
2013;DIPUTADOS;2;Distrito Electoral 4;INDEPENDIENTE;FERNANDEZ SLATER ALVARO FERNANDO;HOMBRE;57
2013;DIPUTADOS;2;Distrito Electoral 4;INDEPENDIENTE;ACUÑA CHAVEZ GUILLERMO ANTONIO;HOMBRE;49
2013;DIPUTADOS;2;Distrito Electoral 4;PARTIDO DEMOCRATA CRISTIANO;VOLTA VALENCIA VALENTIN;HOMBRE;49
2013;DIPUTADOS;2;Distrito Electoral 4;PARTIDO RADICAL SOCIALDEMOCRATA;HERNANDO PEREZ MARCELA XIMENA;MUJER;53
2013;DIPUTADOS;2;Distrito Electoral 4;PARTIDO HUMANISTA;ABARCA ARAYA MIGUEL ANGEL;HOMBRE;29
2013;DIPUTADOS;2;Distrito Electoral 4;INDEPENDIENTE;VELASQUEZ RAMIREZ JONATHAN RODRIGO;HOMBRE;38
2013;DIPUTADOS;2;Distrito Electoral 4;PARTIDO PROGRESISTA;MANRIQUEZ PICCININI ALEJANDRO;HOMBRE;39
2013;DIPUTADOS;3;Distrito Electoral 5;RENOVACION NACIONAL;VIOLIC ASTORGA BALDO;HOMBRE;34
2013;DIPUTADOS;3;Distrito Electoral 5;UNION DEMOCRATA INDEPENDIENTE;VILCHES GUZMAN CARLOS;HOMBRE;69
2013;DIPUTADOS;3;Distrito Electoral 5;INDEPENDIENTE;CICARDINI MILLA DANIELLA;MUJER;25
2013;DIPUTADOS;3;Distrito Electoral 5;PARTIDO COMUNISTA DE CHILE;CARMONA SOTO LAUTARO;HOMBRE;61
2013;DIPUTADOS;3;Distrito Electoral 5;PARTIDO HUMANISTA;ROGER BARROS ALEXIS MAURICIO;HOMBRE;36
2013;DIPUTADOS;3;Distrito Electoral 5;PARTIDO PROGRESISTA;EWERT DAZA FEDERICO FERNANDO;HOMBRE;54
2013;DIPUTADOS;3;Distrito Electoral 5;PARTIDO PROGRESISTA;MACIAS URIZAR PAULO CESAR;HOMBRE;36
2013;DIPUTADOS;3;Distrito Electoral 6;RENOVACION NACIONAL;URQUIETA GARCIA PATRICIO;HOMBRE;31
2013;DIPUTADOS;3;Distrito Electoral 6;UNION DEMOCRATA INDEPENDIENTE;CALDERON BASSI GIOVANNI;HOMBRE;42
2013;DIPUTADOS;3;Distrito Electoral 6;PARTIDO DEMOCRATA CRISTIANO;PROVOSTE CAMPILLAY YASNA;MUJER;43
2013;DIPUTADOS;3;Distrito Electoral 6;PARTIDO RADICAL SOCIALDEMOCRATA;ROBLES PANTOJA ALBERTO;HOMBRE;57
2013;DIPUTADOS;3;Distrito Electoral 6;INDEPENDIENTE;MULET MARTINEZ JAIME;HOMBRE;50
2013;DIPUTADOS;3;Distrito Electoral 6;PARTIDO PROGRESISTA;ASTUDILLO BENITEZ ANDRES;HOMBRE;27
2013;DIPUTADOS;4;Distrito Electoral 7;RENOVACION NACIONAL;ARGANDOÑA MEDINA PABLO;HOMBRE;33
2013;DIPUTADOS;4;Distrito Electoral 7;UNION DEMOCRATA INDEPENDIENTE;GAHONA SALAZAR SERGIO;HOMBRE;48
2013;DIPUTADOS;4;Distrito Electoral 7;PARTIDO RADICAL SOCIALDEMOCRATA;VELASCO RODRIGUEZ ERNESTO;HOMBRE;50
2013;DIPUTADOS;4;Distrito Electoral 7;PARTIDO SOCIALISTA DE CHILE;SALDIVAR AUGER RAUL;HOMBRE;62
2013;DIPUTADOS;4;Distrito Electoral 7;PARTIDO HUMANISTA;ROJAS ZAMBRA LUZ ELIANA;MUJER;45
2013;DIPUTADOS;4;Distrito Electoral 7;PARTIDO LIBERAL DE CHILE;ROMERO QUIROZ KENNETH ARNALDO;HOMBRE;38
2013;DIPUTADOS;4;Distrito Electoral 7;PARTIDO PROGRESISTA;ZAPATA RODRIGUEZ JULIO MOISES;HOMBRE;57
2013;DIPUTADOS;4;Distrito Electoral 8;RENOVACION NACIONAL;LLEWELLYN TAME JOYCE;MUJER;49
2013;DIPUTADOS;4;Distrito Electoral 8;UNION DEMOCRATA INDEPENDIENTE;VERDUGO BARAONA SUSANA;MUJER;58
2013;DIPUTADOS;4;Distrito Electoral 8;PARTIDO IGUALDAD;CORTES BAUER DANIELLA ANDREA;MUJER;47
2013;DIPUTADOS;4;Distrito Electoral 8;PARTIDO COMUNISTA DE CHILE;NUÑEZ ARANCIBIA DANIEL;HOMBRE;42
2013;DIPUTADOS;4;Distrito Electoral 8;PARTIDO DEMOCRATA CRISTIANO;WALKER PRIETO MATIAS;HOMBRE;40
2013;DIPUTADOS;4;Distrito Electoral 8;PARTIDO HUMANISTA;PEREZ CRISTIA ROBERTO RODOLFO;HOMBRE;48
2013;DIPUTADOS;4;Distrito Electoral 8;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;PIZARRO OLIVARES ELIZABETH;MUJER;51
2013;DIPUTADOS;4;Distrito Electoral 8;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;VELASQUEZ SEGUEL PEDRO ANTONIO;HOMBRE;49
2013;DIPUTADOS;4;Distrito Electoral 9;RENOVACION NACIONAL;CISTERNAS TAPIA IVAN;HOMBRE;46
2013;DIPUTADOS;4;Distrito Electoral 9;UNION DEMOCRATA INDEPENDIENTE;HERMAN HERRERA FERNANDO;HOMBRE;32
2013;DIPUTADOS;4;Distrito Electoral 9;PARTIDO POR LA DEMOCRACIA;INSUNZA GREGORIO DE LAS HERAS JORGE;HOMBRE;46
2013;DIPUTADOS;4;Distrito Electoral 9;PARTIDO SOCIALISTA DE CHILE;LEMUS ARACENA LUIS;HOMBRE;51
2013;DIPUTADOS;4;Distrito Electoral 9;PARTIDO HUMANISTA;SALINAS PINTO JOSE ANTONIO;HOMBRE;51
2013;DIPUTADOS;4;Distrito Electoral 9;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;CHAVEZ ASTUDILLO ALBERTO;HOMBRE;61
2013;DIPUTADOS;5;Distrito Electoral 10;INDEPENDIENTE;TEAO DRAGO HOTUITI;HOMBRE;36
2013;DIPUTADOS;5;Distrito Electoral 10;UNION DEMOCRATA INDEPENDIENTE;MOLINA OLIVA ANDREA;MUJER;43
2013;DIPUTADOS;5;Distrito Electoral 10;PARTIDO DEMOCRATA CRISTIANO;CERDA GARCIA EDUARDO;HOMBRE;80
2013;DIPUTADOS;5;Distrito Electoral 10;PARTIDO SOCIALISTA DE CHILE;URIZAR MUÑOZ CHRISTIAN;HOMBRE;45
2013;DIPUTADOS;5;Distrito Electoral 10;PARTIDO HUMANISTA;RISTEMPART SOTO LUIS ALBERTO;HOMBRE;27
2013;DIPUTADOS;5;Distrito Electoral 10;PARTIDO HUMANISTA;SOTO PEREZ LUIS;HOMBRE;59
2013;DIPUTADOS;5;Distrito Electoral 10;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;OLAVARRIA CARCAMO LETICIA;MUJER;49
2013;DIPUTADOS;5;Distrito Electoral 11;RENOVACION NACIONAL;RIVAS SANCHEZ GASPAR;HOMBRE;35
2013;DIPUTADOS;5;Distrito Electoral 11;UNION DEMOCRATA INDEPENDIENTE;CUEVAS MANCILLA FELIPE;HOMBRE;28
2013;DIPUTADOS;5;Distrito Electoral 11;PARTIDO POR LA DEMOCRACIA;NUÑEZ LOZANO MARCO ANTONIO;HOMBRE;47
2013;DIPUTADOS;5;Distrito Electoral 11;PARTIDO RADICAL SOCIALDEMOCRATA;MORENO GARCIA MIGUEL;HOMBRE;62
2013;DIPUTADOS;5;Distrito Electoral 11;PARTIDO HUMANISTA;RISTEMPART SOTO GUSTAVO;HOMBRE;41
2013;DIPUTADOS;5;Distrito Electoral 11;INDEPENDIENTE;GORIGOITIA MUÑOZ RODRIGO ALEX;HOMBRE;33
2013;DIPUTADOS;5;Distrito Electoral 11;INDEPENDIENTE;PEREZ MENESES HECTOR CHRISTIAN;HOMBRE;45
2013;DIPUTADOS;5;Distrito Electoral 12;RENOVACION NACIONAL;LONGTON GUERRERO ARTURO;HOMBRE;65
2013;DIPUTADOS;5;Distrito Electoral 12;UNION DEMOCRATA INDEPENDIENTE;SQUELLA OVALLE ARTURO;HOMBRE;35
2013;DIPUTADOS;5;Distrito Electoral 12;INDEPENDIENTE;VENEGAS CLOBARES ASHLY TAMARA;MUJER;21
2013;DIPUTADOS;5;Distrito Electoral 12;PARTIDO DEMOCRATA CRISTIANO;VERDESSI BELEMMI DANIEL;HOMBRE;60
2013;DIPUTADOS;5;Distrito Electoral 12;PARTIDO SOCIALISTA DE CHILE;SCHILLING RODRIGUEZ MARCELO;HOMBRE;64
2013;DIPUTADOS;5;Distrito Electoral 12;PARTIDO HUMANISTA;RISTEMPART SOTO MARTIN;HOMBRE;36
2013;DIPUTADOS;5;Distrito Electoral 13;RENOVACION NACIONAL;GODOY IBAÑEZ JOAQUIN;HOMBRE;36
2013;DIPUTADOS;5;Distrito Electoral 13;UNION DEMOCRATA INDEPENDIENTE;BARRIENTOS RAMIREZ JAIME;HOMBRE;33
2013;DIPUTADOS;5;Distrito Electoral 13;INDEPENDIENTE;LOPEZ LEIVA DANIELA;MUJER;27
2013;DIPUTADOS;5;Distrito Electoral 13;PARTIDO IGUALDAD;OTAROLA CACERES JOSE ANDRES;HOMBRE;22
2013;DIPUTADOS;5;Distrito Electoral 13;INDEPENDIENTE;COULON LARRAÑAGA JORGE;HOMBRE;65
2013;DIPUTADOS;5;Distrito Electoral 13;PARTIDO DEMOCRATA CRISTIANO;CORNEJO GONZALEZ ALDO;HOMBRE;58
2013;DIPUTADOS;5;Distrito Electoral 13;PARTIDO HUMANISTA;FARFAN SALINAS SEBASTIAN;HOMBRE;25
2013;DIPUTADOS;5;Distrito Electoral 13;PARTIDO PROGRESISTA;GONZALEZ NEIRA JOSE ANDRES;HOMBRE;49
2013;DIPUTADOS;5;Distrito Electoral 14;RENOVACION NACIONAL;GOMEZ GONZALEZ CARLOS ANDRES;HOMBRE;47
2013;DIPUTADOS;5;Distrito Electoral 14;UNION DEMOCRATA INDEPENDIENTE;URRUTIA SOTO OSVALDO;HOMBRE;61
2013;DIPUTADOS;5;Distrito Electoral 14;INDEPENDIENTE;MUÑOZ CASTILLO PATRICIO;HOMBRE;48
2013;DIPUTADOS;5;Distrito Electoral 14;PARTIDO POR LA DEMOCRACIA;GONZALEZ TORRES RODRIGO;HOMBRE;72
2013;DIPUTADOS;5;Distrito Electoral 14;PARTIDO SOCIALISTA DE CHILE;BRAVO OLIVA RICARDO;HOMBRE;49
2013;DIPUTADOS;5;Distrito Electoral 14;PARTIDO HUMANISTA;UGARTE DUQUE VICTOR ALONSO;HOMBRE;29
2013;DIPUTADOS;5;Distrito Electoral 14;PARTIDO PROGRESISTA;NAHUELPI VILLAR ERIC MARCIAL;HOMBRE;45
2013;DIPUTADOS;5;Distrito Electoral 14;PARTIDO PROGRESISTA;SANCHEZ VILLEGAS JAIME HERIBERTO;HOMBRE;51
2013;DIPUTADOS;5;Distrito Electoral 15;INDEPENDIENTE;RODRIGUEZ VICUÑA FERNANDO;HOMBRE;69
2013;DIPUTADOS;5;Distrito Electoral 15;UNION DEMOCRATA INDEPENDIENTE;HOFFMANN OPAZO MARIA JOSE;MUJER;36
2013;DIPUTADOS;5;Distrito Electoral 15;PARTIDO IGUALDAD;CARACCIOLO SOTO MILKO;HOMBRE;33
2013;DIPUTADOS;5;Distrito Electoral 15;PARTIDO DEMOCRATA CRISTIANO;TORRES JELDES VICTOR;HOMBRE;38
2013;DIPUTADOS;5;Distrito Electoral 15;PARTIDO RADICAL SOCIALDEMOCRATA;MORALES MARQUEZ OMAR;HOMBRE;47
2013;DIPUTADOS;5;Distrito Electoral 15;PARTIDO HUMANISTA;REYES CACERES FABIOLA;MUJER;25
2013;DIPUTADOS;5;Distrito Electoral 15;PARTIDO PROGRESISTA;ESPINOZA VIDAL MARCELA ALEJANDRA;MUJER;40
2013;DIPUTADOS;6;Distrito Electoral 32;INDEPENDIENTE;MEDINA SCHULZ PAMELA;MUJER;44
2013;DIPUTADOS;6;Distrito Electoral 32;UNION DEMOCRATA INDEPENDIENTE;KORT GARRIGA ISSA;HOMBRE;33
2013;DIPUTADOS;6;Distrito Electoral 32;PARTIDO POR LA DEMOCRACIA;VERGARA BOLBARAN EDUARDO JAVIER;HOMBRE;34
2013;DIPUTADOS;6;Distrito Electoral 32;PARTIDO SOCIALISTA DE CHILE;CASTRO GONZALEZ JUAN LUIS;HOMBRE;53
2013;DIPUTADOS;6;Distrito Electoral 32;PARTIDO HUMANISTA;ACOSTA GALAZ IVAN ALEJANDRO;HOMBRE;50
2013;DIPUTADOS;6;Distrito Electoral 32;PARTIDO HUMANISTA;CERDA ARANCIBIA RICARDO;HOMBRE;57
2013;DIPUTADOS;6;Distrito Electoral 33;RENOVACION NACIONAL;MUÑOZ SANDOVAL LUCIA;MUJER;62
2013;DIPUTADOS;6;Distrito Electoral 33;UNION DEMOCRATA INDEPENDIENTE;REY SOMMER PATRICIO;HOMBRE;35
2013;DIPUTADOS;6;Distrito Electoral 33;PARTIDO DEMOCRATA CRISTIANO;RINCON GONZALEZ RICARDO;HOMBRE;47
2013;DIPUTADOS;6;Distrito Electoral 33;PARTIDO POR LA DEMOCRACIA;LETELIER NORAMBUENA FELIPE;HOMBRE;57
2013;DIPUTADOS;6;Distrito Electoral 33;PARTIDO HUMANISTA;LAGUNAS LEON VICTOR;HOMBRE;68
2013;DIPUTADOS;6;Distrito Electoral 33;PARTIDO REGIONALISTA DE LOS INDEPENDIENTES;ORTEGA AEDO CARLOS;HOMBRE;52
2013;DIPUTADOS;6;Distrito Electoral 33;PARTIDO PROGRESISTA;ROJAS DONOSO CRISTIAN ALFREDO;HOMBRE;38
2013;DIPUTADOS;6;Distrito Electoral 33;PARTIDO PROGRESISTA;ROJAS ESPINOZA ANTONIO;HOMBRE;47
2013;DIPUTADOS;6;Distrito Electoral 34;RENOVACION NACIONAL;CAMIRUAGA ESPINOLA JUAN PABLO;HOMBRE;38
2013;DIPUTADOS;6;Distrito Electoral 34;UNION DEMOCRATA INDEPENDIENTE;MACAYA DANUS JAVIER;HOMBRE;35
2013;DIPUTADOS;6;Distrito Electoral 34;INDEPENDIENTE;SEPULVEDA ORBENES ALEJANDRA;MUJER;48
2013;DIPUTADOS;6;Distrito Electoral 34;PARTIDO DEMOCRATA CRISTIANO;GONZALEZ FELIU MIGUEL;HOMBRE;47
2013;DIPUTADOS;6;Distrito Electoral 34;PARTIDO SOCIALISTA DE CHILE;PARRA SEPULVEDA JUAN DE DIOS;HOMBRE;59
