ID Eleccion;ID Region;Region;Territorio;Candidato(a);Nombre;Paterno;Materno;Sexo;Edad;Rango;ID Partido;Partido
CONCEJALES;8;DEL BIOBIO;MULCHEN;ANA MARIA RUBIO CESPEDES;ANA MARIA;RUBIO;CESPEDES;FEMENINO;52;50-54;EVOPOLI;EVOLUCION POLITICA
CONCEJALES;8;DEL BIOBIO;MULCHEN;BEATRIZ MAGDALENA GAJARDO JARA;BEATRIZ MAGDALENA;GAJARDO;JARA;FEMENINO;45;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;CARLOS DELGADO MERIÑO;CARLOS;DELGADO;MERIÑO;MASCULINO;42;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;DOMENICA MARIA ACUÑA TRONCOSO;DOMENICA MARIA;ACUÑA;TRONCOSO;FEMENINO;40;40-44;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;MULCHEN;EDUARDO ALBERTO BECERRA FLORES;EDUARDO ALBERTO;BECERRA;FLORES;MASCULINO;49;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;ELCIRA DEL CARMEN CABRERA CABEZAS;ELCIRA DEL CARMEN;CABRERA;CABEZAS;FEMENINO;55;55-59;IND;INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;MULCHEN;FELIPE ANGUITA ACUÑA;FELIPE;ANGUITA;ACUÑA;MASCULINO;29;25-29;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;MULCHEN;FRANCISCO VLADIMIR SILVA TIZNADO;FRANCISCO VLADIMIR;SILVA;TIZNADO;MASCULINO;32;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;GUIDO SANZANA QUIJADA;GUIDO;SANZANA;QUIJADA;MASCULINO;56;55-59;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;MULCHEN;HECTOR FRANCISCO JARA DELGADO;HECTOR FRANCISCO;JARA;DELGADO;MASCULINO;63;60-64;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;IRMA ENA LANDEROS MENDOZA;IRMA ENA;LANDEROS;MENDOZA;FEMENINO;57;55-59;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;MULCHEN;JOSE BERNABE ESCALONA SOTO;JOSE BERNABE;ESCALONA;SOTO;MASCULINO;59;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;JOSE DAVID TOLOZA TIZNADO;JOSE DAVID;TOLOZA;TIZNADO;MASCULINO;33;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;JUAN FRANCISCO VILCHES RIQUELME;JUAN FRANCISCO;VILCHES;RIQUELME;MASCULINO;33;30-34;RN;RENOVACION NACIONAL
CONCEJALES;8;DEL BIOBIO;MULCHEN;KATHERINE ANAYS VILLEGAS VIVEROS;KATHERINE ANAYS;VILLEGAS;VIVEROS;FEMENINO;34;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;LUIS ESTEBAN RIVERA ALARCON;LUIS ESTEBAN;RIVERA;ALARCON;MASCULINO;64;60-64;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;LUIS HUMBERTO ROCHA PEREIRA;LUIS HUMBERTO;ROCHA;PEREIRA;MASCULINO;47;45-49;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;MULCHEN;LUZ VERONICA GONZALEZ CONTRERAS;LUZ VERONICA;GONZALEZ;CONTRERAS;FEMENINO;54;50-54;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;MULCHEN;MARCO ANTONIO PEREZ MALDONADO;MARCO ANTONIO;PEREZ;MALDONADO;MASCULINO;47;45-49;PPD;PARTIDO POR LA DEMOCRACIA
CONCEJALES;8;DEL BIOBIO;MULCHEN;MAURICIO ANDRES MORA HERRERA;MAURICIO ANDRES;MORA;HERRERA;MASCULINO;38;35-39;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;MIRIAM NELDA GONZALEZ SEPULVEDA;MIRIAM NELDA;GONZALEZ;SEPULVEDA;FEMENINO;69;65-69;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;MULCHEN;NANCY JOHANA MORAGA REYES;NANCY JOHANA;MORAGA;REYES;FEMENINO;47;45-49;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;MULCHEN;PEDRO PABLO CISTERNA CALFULAF;PEDRO PABLO;CISTERNA;CALFULAF;MASCULINO;57;55-59;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;MULCHEN;PLACIDO ZAPATA FIGUEROA;PLACIDO;ZAPATA;FIGUEROA;MASCULINO;68;65-69;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;RITA RODRIGUEZ GUZMAN;RITA;RODRIGUEZ;GUZMAN;FEMENINO;70;70-74;RN;RENOVACION NACIONAL
CONCEJALES;8;DEL BIOBIO;MULCHEN;RODRIGO BENJAMIN FUENTES HENRIQUEZ;RODRIGO BENJAMIN;FUENTES;HENRIQUEZ;MASCULINO;41;40-44;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;MULCHEN;SAMUEL ENRIQUE AGUILERA CARVAJAL;SAMUEL ENRIQUE;AGUILERA;CARVAJAL;MASCULINO;45;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;VICTOR ALAMIRO URRA MATUS;VICTOR ALAMIRO;URRA;MATUS;MASCULINO;33;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;VICTOR ESTEBAN MITCHELL MORALES;VICTOR ESTEBAN;MITCHELL;MORALES;MASCULINO;42;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;MULCHEN;WALTER PATRICIO GUASTAVINO REBOLLEDO;WALTER PATRICIO;GUASTAVINO;REBOLLEDO;MASCULINO;50;50-54;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;ALEJANDRO BIZAMA CAMPOS;ALEJANDRO;BIZAMA;CAMPOS;MASCULINO;46;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;ALEJANDRO IBRAHIM YICHI FERNANDEZ;ALEJANDRO IBRAHIM;YICHI;FERNANDEZ;MASCULINO;52;50-54;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;AMELIA EDITH MOLINA GODOY;AMELIA EDITH;MOLINA;GODOY;FEMENINO;41;40-44;EVOPOLI;EVOLUCION POLITICA
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;AMPARITO SCARLETTE VIDAL CAMPOS;AMPARITO SCARLETTE;VIDAL;CAMPOS;FEMENINO;32;30-34;IND;INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;ANA LUISA VILLALOBOS AVELLO;ANA LUISA;VILLALOBOS;AVELLO;FEMENINO;69;65-69;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;ANDRES HIDALGO BARRA;ANDRES;HIDALGO;BARRA;MASCULINO;68;65-69;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;BALTAZAR JORGE ROA OÑATE;BALTAZAR JORGE;ROA;OÑATE;MASCULINO;56;55-59;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;BERNARDO WALDEMAR BENITEZ MEDINA;BERNARDO WALDEMAR;BENITEZ;MEDINA;MASCULINO;64;60-64;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;BERNES TOLOZA LUNA;BERNES;TOLOZA;LUNA;MASCULINO;38;35-39;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;CAMILO ENRIQUE GUTIERREZ BECERRA;CAMILO ENRIQUE;GUTIERREZ;BECERRA;MASCULINO;36;35-39;PCCH;PARTIDO COMUNISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;EDITA DEL ROSARIO BENITEZ MEDINA;EDITA DEL ROSARIO;BENITEZ;MEDINA;FEMENINO;55;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;FERMIN JAVIER MUÑOZ SILVA;FERMIN JAVIER;MUÑOZ;SILVA;MASCULINO;46;45-49;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;GINA DEL PILAR VERGARA LANGENBACH;GINA DEL PILAR;VERGARA;LANGENBACH;FEMENINO;52;50-54;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;GINO EDUARDO AEDO VALLEJOS;GINO EDUARDO;AEDO;VALLEJOS;MASCULINO;47;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;GRICELA MARIBEL ALARCON BARNACHEA;GRICELA MARIBEL;ALARCON;BARNACHEA;FEMENINO;47;45-49;PPD;PARTIDO POR LA DEMOCRACIA
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;GUSTAVO TOLINDOR FROILAN VALDEBENITO VENEGAS;GUSTAVO TOLINDOR FROILAN;VALDEBENITO;VENEGAS;MASCULINO;64;60-64;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;JUAN GONZALO VALENZUELA ANTINAO;JUAN GONZALO;VALENZUELA;ANTINAO;MASCULINO;48;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;JULIO CESAR HERNANDEZ ALARCON;JULIO CESAR;HERNANDEZ;ALARCON;MASCULINO;42;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;JUSTO CIPRIANO SAEZ MEDINA;JUSTO CIPRIANO;SAEZ;MEDINA;MASCULINO;58;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;KEVIN ANDRES SEPULVEDA MAUREIRA;KEVIN ANDRES;SEPULVEDA;MAUREIRA;MASCULINO;20;20-24;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;LUIS ALBERTO VERGARA GONZALEZ;LUIS ALBERTO;VERGARA;GONZALEZ;MASCULINO;38;35-39;IND;INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;MARCELO JAVIER SANDOVAL YAÑEZ;MARCELO JAVIER;SANDOVAL;YAÑEZ;MASCULINO;57;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;MARJORIE ABISAG MEDINA QUEZADA;MARJORIE ABISAG;MEDINA;QUEZADA;FEMENINO;37;35-39;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;PAMELA LUCIA MALDONADO GONZALEZ;PAMELA LUCIA;MALDONADO;GONZALEZ;FEMENINO;42;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;PAMELA SONIA ALVAREZ DIAZ;PAMELA SONIA;ALVAREZ;DIAZ;FEMENINO;49;45-49;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;RAMON NOVOA ASTETE;RAMON;NOVOA;ASTETE;MASCULINO;56;55-59;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;SAMUEL ANDRES SALAZAR CHAVEZ;SAMUEL ANDRES;SALAZAR;CHAVEZ;MASCULINO;27;25-29;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;SUSANA JACQUELINE PEZO VELASQUEZ;SUSANA JACQUELINE;PEZO;VELASQUEZ;FEMENINO;44;40-44;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;TATIANA LORENA TOLEDO GONZALEZ;TATIANA LORENA;TOLEDO;GONZALEZ;FEMENINO;51;50-54;PCCH;PARTIDO COMUNISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;VICTOR HERNAN CAMPOS RIQUELME;VICTOR HERNAN;CAMPOS;RIQUELME;MASCULINO;66;65-69;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;NACIMIENTO;VICTOR MANUEL MUÑOZ OÑATE;VICTOR MANUEL;MUÑOZ;OÑATE;MASCULINO;59;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;ANA MERCEDES VARAS ESCOBAR;ANA MERCEDES;VARAS;ESCOBAR;FEMENINO;40;40-44;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;NEGRETE;CARLINA DEL CARMEN SOTO PONCE;CARLINA DEL CARMEN;SOTO;PONCE;FEMENINO;59;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;CARLOS HUMBERTO TORRES MATAMALA;CARLOS HUMBERTO;TORRES;MATAMALA;MASCULINO;45;45-49;PRO;PARTIDO PROGRESISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NEGRETE;EDWIN VON-JENTSCHYK CRUZ;EDWIN;VON-JENTSCHYK;CRUZ;MASCULINO;70;70-74;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NEGRETE;FABIAN ALEJANDRO LIZAMA PEREZ;FABIAN ALEJANDRO;LIZAMA;PEREZ;MASCULINO;33;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;FELIPE ANDRES PINO CUEVAS;FELIPE ANDRES;PINO;CUEVAS;MASCULINO;37;35-39;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;JOHANNA CECILIA QUINTANA SOTO;JOHANNA CECILIA;QUINTANA;SOTO;FEMENINO;41;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;JORGE LUIS CARRILLO FERNANDEZ;JORGE LUIS;CARRILLO;FERNANDEZ;MASCULINO;26;25-29;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;JORGE RAFAEL HORMAZABAL VALENZUELA;JORGE RAFAEL;HORMAZABAL;VALENZUELA;MASCULINO;65;65-69;RN;RENOVACION NACIONAL
CONCEJALES;8;DEL BIOBIO;NEGRETE;JUAN MANUEL BARNACHEA INOSTROZA;JUAN MANUEL;BARNACHEA;INOSTROZA;MASCULINO;46;45-49;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NEGRETE;JUAN PABLO ORREGO VASQUEZ;JUAN PABLO;ORREGO;VASQUEZ;MASCULINO;34;30-34;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;NEGRETE;MARCO ANTONIO CARRASCO VIVEROS;MARCO ANTONIO;CARRASCO;VIVEROS;MASCULINO;64;60-64;PRO;PARTIDO PROGRESISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;NEGRETE;MARCOS DANILO TRONCOSO SALGADO;MARCOS DANILO;TRONCOSO;SALGADO;MASCULINO;32;30-34;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;NEGRETE;MIRTA ELINA ALEGRIA MUÑOZ;MIRTA ELINA;ALEGRIA;MUÑOZ;FEMENINO;58;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;MONICA LOYOLA GODOY;MONICA;LOYOLA;GODOY;FEMENINO;48;45-49;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;NEGRETE;NATHALY PILAR ROJAS PAREDES;NATHALY PILAR;ROJAS;PAREDES;FEMENINO;33;30-34;RN;RENOVACION NACIONAL
CONCEJALES;8;DEL BIOBIO;NEGRETE;OLAYO DIOMEDES TOLEDO MONTANARES;OLAYO DIOMEDES;TOLEDO;MONTANARES;MASCULINO;50;50-54;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;OSCAR EDGARDO BURGOS VIDAL;OSCAR EDGARDO;BURGOS;VIDAL;MASCULINO;63;60-64;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;NEGRETE;ROSA YANET SALAMANCA COFRE;ROSA YANET;SALAMANCA;COFRE;FEMENINO;52;50-54;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;NEGRETE;SOLEDAD DEL CARMEN MUÑOZ AGUILERA;SOLEDAD DEL CARMEN;MUÑOZ;AGUILERA;FEMENINO;54;50-54;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;NEGRETE;VICTOR JORGE MUÑOZ BARNACHEA;VICTOR JORGE;MUÑOZ;BARNACHEA;MASCULINO;45;45-49;PPD;PARTIDO POR LA DEMOCRACIA
CONCEJALES;8;DEL BIOBIO;PENCO;ANASTELIO DURAN AGUILERA;ANASTELIO;DURAN;AGUILERA;MASCULINO;75;75-79;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;BRIJIDA DEL CARMEN NAVARRO SALGADO;BRIJIDA DEL CARMEN;NAVARRO;SALGADO;FEMENINO;64;60-64;PCC;PARTIDO CONSERVADOR CRISTIANO
CONCEJALES;8;DEL BIOBIO;PENCO;CARLOS CONTRERAS PARRA;CARLOS;CONTRERAS;PARRA;MASCULINO;31;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;CLEOFAS BENISMELIS AGUILAR;CLEOFAS;BENISMELIS;AGUILAR;FEMENINO;67;65-69;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;ERIC FABIAN FORCAEL DURAN;ERIC FABIAN;FORCAEL;DURAN;MASCULINO;46;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;FABIOLA CAROLINA RIVERA SANCHEZ;FABIOLA CAROLINA;RIVERA;SANCHEZ;FEMENINO;35;35-39;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;FELIPE CORREA MORA;FELIPE;CORREA;MORA;MASCULINO;40;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;GONZALO ANDRES FELIPE FUENTES URRUTIA;GONZALO ANDRES FELIPE;FUENTES;URRUTIA;MASCULINO;40;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;GUSTAVO FELIPE SOTOMAYOR OLATE;GUSTAVO FELIPE;SOTOMAYOR;OLATE;MASCULINO;35;35-39;IGUALDAD;IGUALDAD
CONCEJALES;8;DEL BIOBIO;PENCO;HAYDEE LORENA MOSCOSO PARRA;HAYDEE LORENA;MOSCOSO;PARRA;FEMENINO;45;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;JACQUELINE ALEJANDRA GAJARDO SALAZAR;JACQUELINE ALEJANDRA;GAJARDO;SALAZAR;FEMENINO;56;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;JAIME ROBLES RIVERA;JAIME;ROBLES;RIVERA;MASCULINO;54;50-54;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;JOCELYN TAMARA MALDONADO SALAZAR;JOCELYN TAMARA;MALDONADO;SALAZAR;FEMENINO;28;25-29;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;JUAN CARLOS MELILLAN RAMIREZ;JUAN CARLOS;MELILLAN;RAMIREZ;MASCULINO;41;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;JUAN MANUEL VIVEROS ESPARZA;JUAN MANUEL;VIVEROS;ESPARZA;MASCULINO;47;45-49;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;PENCO;JUSTO ARSENIO INZUNZA HABACH;JUSTO ARSENIO;INZUNZA;HABACH;MASCULINO;73;70-74;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;LEONARDO EZEQUIEL GOTELLI SOTO;LEONARDO EZEQUIEL;GOTELLI;SOTO;MASCULINO;44;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;LUIS ALBERTO JARA URREA;LUIS ALBERTO;JARA;URREA;MASCULINO;47;45-49;PCCH;PARTIDO COMUNISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;MARIA CAROLINA INOSTROZA VERDUGO;MARIA CAROLINA;INOSTROZA;VERDUGO;FEMENINO;36;35-39;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;PENCO;MARIA VERONICA ROA DURAN;MARIA VERONICA;ROA;DURAN;FEMENINO;66;65-69;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;PENCO;MAXIMILIANO APABLAZA PINO;MAXIMILIANO;APABLAZA;PINO;MASCULINO;23;20-24;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;MICHELLE EYLINNE NOVA NEIRA;MICHELLE EYLINNE;NOVA;NEIRA;FEMENINO;21;20-24;PCCH;PARTIDO COMUNISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;MILTON BRUCCE ALARCON GONZALEZ;MILTON BRUCCE;ALARCON;GONZALEZ;MASCULINO;42;40-44;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;PENCO;MYRIAM VIVANCO PARRA;MYRIAM;VIVANCO;PARRA;FEMENINO;60;60-64;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;NORMA DEL CARMEN MONSALVE PEREZ;NORMA DEL CARMEN;MONSALVE;PEREZ;FEMENINO;44;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;PENCO;OSCAR HERNAN CAREAGA MONARES;OSCAR HERNAN;CAREAGA;MONARES;MASCULINO;49;45-49;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;PENCO;OSCAR LUIS ALARCON BELMAR;OSCAR LUIS;ALARCON;BELMAR;MASCULINO;51;50-54;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;RAMON EDUARDO TURRA SALAS;RAMON EDUARDO;TURRA;SALAS;MASCULINO;41;40-44;PCCH;PARTIDO COMUNISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;SAIDEN ESPINOZA NEIRA;SAIDEN;ESPINOZA;NEIRA;MASCULINO;71;70-74;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;PENCO;SAMUEL EDUARDO MENDOZA NOVOA;SAMUEL EDUARDO;MENDOZA;NOVOA;MASCULINO;48;45-49;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;QUILACO;ANA PAULA FIGUEROA RIQUELME;ANA PAULA;FIGUEROA;RIQUELME;FEMENINO;55;55-59;IND;INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;QUILACO;BARBARA ELENA GUTIERREZ BALBOA;BARBARA ELENA;GUTIERREZ;BALBOA;FEMENINO;33;30-34;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;BERNARDO MORA QUEZADA;BERNARDO;MORA;QUEZADA;MASCULINO;57;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;CAROLINA FRANCISCA QUEZADA ACHERI;CAROLINA FRANCISCA;QUEZADA;ACHERI;FEMENINO;43;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;CAROLINA JANNET TAPIA CARIL;CAROLINA JANNET;TAPIA;CARIL;FEMENINO;40;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;EUGENIA ARACELI ERICES QUEZADA;EUGENIA ARACELI;ERICES;QUEZADA;FEMENINO;48;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;FELIX ANTONIO PINO MATUS;FELIX ANTONIO;PINO;MATUS;MASCULINO;42;40-44;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;GLADYS ALBERTINA OBREQUE MERINO;GLADYS ALBERTINA;OBREQUE;MERINO;FEMENINO;57;55-59;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;GUILLERMO PATRICIO MORESO ORTEGA;GUILLERMO PATRICIO;MORESO;ORTEGA;MASCULINO;48;45-49;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;QUILACO;JACQUELYN EMELINA BENITEZ MORA;JACQUELYN EMELINA;BENITEZ;MORA;FEMENINO;53;50-54;RN;RENOVACION NACIONAL
CONCEJALES;8;DEL BIOBIO;QUILACO;JAIME SANHUEZA PARRA;JAIME;SANHUEZA;PARRA;MASCULINO;47;45-49;PS;PARTIDO SOCIALISTA DE CHILE
CONCEJALES;8;DEL BIOBIO;QUILACO;JARED ARIEL BARUC ALARCON MANOSALVA;JARED ARIEL BARUC;ALARCON;MANOSALVA;MASCULINO;37;35-39;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;JORGE ALBERTO VALLEJOS CORDOVA;JORGE ALBERTO;VALLEJOS;CORDOVA;MASCULINO;59;55-59;PPD;PARTIDO POR LA DEMOCRACIA
CONCEJALES;8;DEL BIOBIO;QUILACO;JOSE HERIBERTO VILLA RAMOS;JOSE HERIBERTO;VILLA;RAMOS;MASCULINO;31;30-34;PDC;PARTIDO DEMOCRATA CRISTIANO
CONCEJALES;8;DEL BIOBIO;QUILACO;LUCIANO FIGUEROA COFRE;LUCIANO;FIGUEROA;COFRE;MASCULINO;75;75-79;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;MARIA JOSE MUÑOZ CUEVAS;MARIA JOSE;MUÑOZ;CUEVAS;FEMENINO;39;35-39;PR;PARTIDO RADICAL DE CHILE
CONCEJALES;8;DEL BIOBIO;QUILACO;MARLY ROCIO ESCOBAR CHAVEZ;MARLY ROCIO;ESCOBAR;CHAVEZ;FEMENINO;33;30-34;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;QUILACO;MAURICIO ORLANDO GONZALEZ VALLEJOS;MAURICIO ORLANDO;GONZALEZ;VALLEJOS;MASCULINO;47;45-49;IND;INDEPENDIENTES
CONCEJALES;8;DEL BIOBIO;QUILACO;MIGUEL ANGEL RIQUELME CHAVEZ;MIGUEL ANGEL;RIQUELME;CHAVEZ;MASCULINO;62;60-64;UDI;UNION DEMOCRATA INDEPENDIENTE
CONCEJALES;8;DEL BIOBIO;QUILACO;PABLO ARIEL RIQUELME CABA;PABLO ARIEL;RIQUELME;CABA;MASCULINO;32;30-34;IND;INDEPENDIENTES
