ID Eleccion;ID Region;Region;Territorio;Candidato(a);Nombre;Paterno;Materno;Sexo;Edad;Rango;ID Partido;Partido
ALCALDES;1;DE TARAPACA;ALTO HOSPICIO;CAMILA ARCE FAJARDO;CAMILA;ARCE;FAJARDO;FEMENINO;38;35-39;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;ALTO HOSPICIO;GERMAN ANTONIO QUIROZ CANCINO;GERMAN ANTONIO;QUIROZ;CANCINO;MASCULINO;68;65-69;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;ALTO HOSPICIO;JORGE ZAVALA VALENZUELA;JORGE;ZAVALA;VALENZUELA;MASCULINO;42;40-44;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;ALTO HOSPICIO;PATRICIO FERREIRA RIVERA;PATRICIO;FERREIRA;RIVERA;MASCULINO;54;50-54;PDC;PARTIDO DEMOCRATA CRISTIANO
ALCALDES;1;DE TARAPACA;ALTO HOSPICIO;PAULA ANDREA ASTUDILLO DIAZ;PAULA ANDREA;ASTUDILLO;DIAZ;FEMENINO;33;30-34;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;ALTO HOSPICIO;RENE DANIEL CACERES ARAYA;RENE DANIEL;CACERES;ARAYA;MASCULINO;53;50-54;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;CAMIÑA;ALEX DEMETRIO CARLOS SANCHEZ;ALEX DEMETRIO;CARLOS;SANCHEZ;MASCULINO;52;50-54;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;CAMIÑA;EVELYN MAMANI VIZA;EVELYN;MAMANI;VIZA;FEMENINO;40;40-44;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;CAMIÑA;MARINA DEL CARMEN LUNA PLATERO;MARINA DEL CARMEN;LUNA;PLATERO;FEMENINO;57;55-59;RN;RENOVACION NACIONAL
ALCALDES;1;DE TARAPACA;COLCHANE;ANDRES GARCIA FLORES;ANDRES;GARCIA;FLORES;MASCULINO;31;30-34;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;1;DE TARAPACA;COLCHANE;JAVIER IGNACIO GARCIA CHOQUE;JAVIER IGNACIO;GARCIA;CHOQUE;MASCULINO;45;45-49;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;HUARA;CARLOS ENRIQUE SILVA RIQUELME;CARLOS ENRIQUE;SILVA;RIQUELME;MASCULINO;42;40-44;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;HUARA;JOSE BARTOLO VINAYA;JOSE;BARTOLO;VINAYA;MASCULINO;42;40-44;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;1;DE TARAPACA;HUARA;OSCAR PANTOJA TORO;OSCAR;PANTOJA;TORO;MASCULINO;65;65-69;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;1;DE TARAPACA;HUARA;PAMELA ISABEL CARVAJAL CARLOS;PAMELA ISABEL;CARVAJAL;CARLOS;FEMENINO;36;35-39;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;IQUIQUE;DANIELA CECILIA SOLARI VEGA;DANIELA CECILIA;SOLARI;VEGA;FEMENINO;42;40-44;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;IQUIQUE;FRANCISCO ALCAYAGA MOTTA;FRANCISCO;ALCAYAGA;MOTTA;MASCULINO;35;35-39;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;IQUIQUE;MATIAS FELIPE RAMIREZ PASCAL;MATIAS FELIPE;RAMIREZ;PASCAL;MASCULINO;36;35-39;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;1;DE TARAPACA;IQUIQUE;MAURICIO SORIA MACCHIAVELLO;MAURICIO;SORIA;MACCHIAVELLO;MASCULINO;50;50-54;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;PICA;IVAN INFANTE CHACON;IVAN;INFANTE;CHACON;MASCULINO;58;55-59;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;PICA;LEONEL ANTONIO VILAXA RAMIREZ;LEONEL ANTONIO;VILAXA;RAMIREZ;MASCULINO;53;50-54;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;PICA;RODRIGO FERNANDO VARGAS BRIONES;RODRIGO FERNANDO;VARGAS;BRIONES;MASCULINO;56;55-59;PR;PARTIDO RADICAL DE CHILE
ALCALDES;1;DE TARAPACA;POZO ALMONTE;EDWIN GONZALO LOPEZ PAVEZ;EDWIN GONZALO;LOPEZ;PAVEZ;MASCULINO;48;45-49;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;POZO ALMONTE;JOSE FERNANDO MUÑOZ CACERES;JOSE FERNANDO;MUÑOZ;CACERES;MASCULINO;47;45-49;IND;INDEPENDIENTES
ALCALDES;1;DE TARAPACA;POZO ALMONTE;RICHARD GODOY AGUIRRE;RICHARD;GODOY;AGUIRRE;MASCULINO;42;40-44;PDC;PARTIDO DEMOCRATA CRISTIANO
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;FABIAN OSSANDON BRICEÑO;FABIAN;OSSANDON;BRICEÑO;MASCULINO;33;30-34;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;JONATHAN RODRIGO VELASQUEZ RAMIREZ;JONATHAN RODRIGO;VELASQUEZ;RAMIREZ;MASCULINO;46;45-49;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;MARIA INES VERDUGO ESCOBAR;MARIA INES;VERDUGO;ESCOBAR;FEMENINO;61;60-64;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;PABLO ANDRES IRIARTE RAMIREZ;PABLO ANDRES;IRIARTE;RAMIREZ;MASCULINO;32;30-34;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;ROBERTO CARLOS SOTO ALBALLAY;ROBERTO CARLOS;SOTO;ALBALLAY;MASCULINO;38;35-39;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;SEBASTIAN PATRICIO VIDELA CASTILLO;SEBASTIAN PATRICIO;VIDELA;CASTILLO;MASCULINO;34;30-34;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;ANTOFAGASTA;WILSON DIAZ VASQUEZ;WILSON;DIAZ;VASQUEZ;MASCULINO;53;50-54;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;2;DE ANTOFAGASTA;CALAMA;CAROLINA PAZ LATORRE CRUZ;CAROLINA PAZ;LATORRE;CRUZ;FEMENINO;41;40-44;PDC;PARTIDO DEMOCRATA CRISTIANO
ALCALDES;2;DE ANTOFAGASTA;CALAMA;DANIEL AGUSTO PEREZ;DANIEL;AGUSTO;PEREZ;MASCULINO;45;45-49;RN;RENOVACION NACIONAL
ALCALDES;2;DE ANTOFAGASTA;CALAMA;DINKA SOLANGE LOPEZ DURAN;DINKA SOLANGE;LOPEZ;DURAN;FEMENINO;48;45-49;NUEVO TIEMPO;NUEVO TIEMPO
ALCALDES;2;DE ANTOFAGASTA;CALAMA;ELIECER DANIEL CHAMORRO VARGAS;ELIECER DANIEL;CHAMORRO;VARGAS;MASCULINO;47;45-49;FREVS;FEDERACION REGIONALISTA VERDE SOCIAL
ALCALDES;2;DE ANTOFAGASTA;CALAMA;JORGE RICHARD OLIVARES PUENTES;JORGE RICHARD;OLIVARES;PUENTES;MASCULINO;49;45-49;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;CALAMA;LEDY OSANDON FERRER;LEDY;OSANDON;FERRER;FEMENINO;51;50-54;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;CALAMA;MIGUEL ALBERTO BALLESTEROS CANDIA;MIGUEL ALBERTO;BALLESTEROS;CANDIA;MASCULINO;35;35-39;RD;REVOLUCION DEMOCRATICA
ALCALDES;2;DE ANTOFAGASTA;MARIA ELENA;CRISTIAN ALBERTO GARRIDO GARRIDO;CRISTIAN ALBERTO;GARRIDO;GARRIDO;MASCULINO;44;40-44;PH;PARTIDO HUMANISTA
ALCALDES;2;DE ANTOFAGASTA;MARIA ELENA;JORGE GODOY BOLVARAN;JORGE;GODOY;BOLVARAN;MASCULINO;63;60-64;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;2;DE ANTOFAGASTA;MARIA ELENA;OMAR NORAMBUENA RIVERA;OMAR;NORAMBUENA;RIVERA;MASCULINO;54;50-54;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;MARIA ELENA;VIVIANA CUELLO RIVERA;VIVIANA;CUELLO;RIVERA;FEMENINO;39;35-39;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;MEJILLONES;ENRIQUE ALEJANDRO VENEGAS AVENDAÑO;ENRIQUE ALEJANDRO;VENEGAS;AVENDAÑO;MASCULINO;37;35-39;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;MEJILLONES;MARCELINO SEGUNDO CARVAJAL FERREIRA;MARCELINO SEGUNDO;CARVAJAL;FERREIRA;MASCULINO;70;70-74;PPD;PARTIDO POR LA DEMOCRACIA
ALCALDES;2;DE ANTOFAGASTA;OLLAGÜE;HUMBERTO JOSE FLORES GONZALEZ;HUMBERTO JOSE;FLORES;GONZALEZ;MASCULINO;50;50-54;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;OLLAGÜE;MARCOS AURELIO GAETE FLORES;MARCOS AURELIO;GAETE;FLORES;MASCULINO;52;50-54;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;2;DE ANTOFAGASTA;OLLAGÜE;MARLENE PAMELA HURTADO MENDOZA;MARLENE PAMELA;HURTADO;MENDOZA;FEMENINO;47;45-49;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;OLLAGÜE;VICTOR NINA HUANCA;VICTOR;NINA;HUANCA;MASCULINO;45;45-49;PPD;PARTIDO POR LA DEMOCRACIA
ALCALDES;2;DE ANTOFAGASTA;OLLAGÜE;YESSICA ANGELICA MAMANI MORALES;YESSICA ANGELICA;MAMANI;MORALES;FEMENINO;42;40-44;FREVS;FEDERACION REGIONALISTA VERDE SOCIAL
ALCALDES;2;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;ALIRO CATUR ZULETA;ALIRO;CATUR;ZULETA;MASCULINO;63;60-64;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;JUSTO ALEXIS ZULETA SANTANDER;JUSTO ALEXIS;ZULETA;SANTANDER;MASCULINO;56;55-59;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;MANUEL ALEJANDRO GARRIDO HERMOSILLA;MANUEL ALEJANDRO;GARRIDO;HERMOSILLA;MASCULINO;39;35-39;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;MARIA TERESA VELIZ GUERRA;MARIA TERESA;VELIZ;GUERRA;FEMENINO;49;45-49;PR;PARTIDO RADICAL DE CHILE
ALCALDES;2;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;SERGIO LUIS CUBILLOS VERASAY;SERGIO LUIS;CUBILLOS;VERASAY;MASCULINO;31;30-34;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;SIERRA GORDA;ADRIANA RIVERA VEGA;ADRIANA;RIVERA;VEGA;FEMENINO;43;40-44;RN;RENOVACION NACIONAL
ALCALDES;2;DE ANTOFAGASTA;SIERRA GORDA;DEBORAH DEL PILAR PAREDES CUEVAS;DEBORAH DEL PILAR;PAREDES;CUEVAS;FEMENINO;40;40-44;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;SIERRA GORDA;INGRID GUERRERO GUERRERO;INGRID;GUERRERO;GUERRERO;FEMENINO;38;35-39;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;2;DE ANTOFAGASTA;TALTAL;GUILLERMO GRICERIO HIDALGO OCAMPO;GUILLERMO GRICERIO;HIDALGO;OCAMPO;MASCULINO;69;65-69;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TALTAL;MARIO GILBERTO ACUÑA VILLALOBOS;MARIO GILBERTO;ACUÑA;VILLALOBOS;MASCULINO;71;70-74;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TALTAL;MESAC MOLGAS MUSTAFA;MESAC;MOLGAS;MUSTAFA;MASCULINO;59;55-59;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TALTAL;PATRICIA DEBORA MUJICA SILVA;PATRICIA DEBORA;MUJICA;SILVA;FEMENINO;56;55-59;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TALTAL;SERGIO BELMOR ORELLANA MONTEJO;SERGIO BELMOR;ORELLANA;MONTEJO;MASCULINO;63;60-64;PR;PARTIDO RADICAL DE CHILE
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;GONZALO EUGENIO COVARRUBIAS FIGUEROA;GONZALO EUGENIO;COVARRUBIAS;FIGUEROA;MASCULINO;37;35-39;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;JAIME PATRICIO ROJAS ALATA;JAIME PATRICIO;ROJAS;ALATA;MASCULINO;58;55-59;COMUNES;COMUNES
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;JORGE PEREZ GUAMAN;JORGE;PEREZ;GUAMAN;MASCULINO;58;55-59;RN;RENOVACION NACIONAL
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;JUAN ENRIQUE ARRIAZA GAJARDO;JUAN ENRIQUE;ARRIAZA;GAJARDO;MASCULINO;58;55-59;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;LJUBICA ELENA KURTOVIC CORTES;LJUBICA ELENA;KURTOVIC;CORTES;FEMENINO;53;50-54;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;LUIS RAFAEL MOYANO CRUZ;LUIS RAFAEL;MOYANO;CRUZ;MASCULINO;73;70-74;IND;INDEPENDIENTES
ALCALDES;2;DE ANTOFAGASTA;TOCOPILLA;PABLO PINASCO YAÑEZ;PABLO;PINASCO;YAÑEZ;MASCULINO;73;70-74;PPD;PARTIDO POR LA DEMOCRACIA
ALCALDES;3;DE ATACAMA;ALTO DEL CARMEN;CRISTIAN DIDY OLIVARES IRIARTE;CRISTIAN DIDY;OLIVARES;IRIARTE;MASCULINO;45;45-49;PR;PARTIDO RADICAL DE CHILE
ALCALDES;3;DE ATACAMA;ALTO DEL CARMEN;DIANA LOBOS GAJARDO;DIANA;LOBOS;GAJARDO;FEMENINO;48;45-49;RN;RENOVACION NACIONAL
ALCALDES;3;DE ATACAMA;CALDERA;BERNARDO HEVIA GARRIDO;BERNARDO;HEVIA;GARRIDO;MASCULINO;59;55-59;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;CALDERA;BRUNILDA GONZALEZ ANJEL;BRUNILDA;GONZALEZ;ANJEL;FEMENINO;54;50-54;PPD;PARTIDO POR LA DEMOCRACIA
ALCALDES;3;DE ATACAMA;CALDERA;CAROLINA INES GONZALEZ HERNANDEZ;CAROLINA INES;GONZALEZ;HERNANDEZ;FEMENINO;41;40-44;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;CALDERA;EMILIO BIANCHI CAÑAS;EMILIO;BIANCHI;CAÑAS;MASCULINO;33;30-34;RN;RENOVACION NACIONAL
ALCALDES;3;DE ATACAMA;CHAÑARAL;MARGARITA ALICIA FLORES SALAZAR;MARGARITA ALICIA;FLORES;SALAZAR;FEMENINO;61;60-64;PR;PARTIDO RADICAL DE CHILE
ALCALDES;3;DE ATACAMA;CHAÑARAL;MELISSA ANDREA VARAS MONSALVE;MELISSA ANDREA;VARAS;MONSALVE;FEMENINO;31;30-34;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;CHAÑARAL;NELIDA FRANCISCA VALENCIA FIGUEROA;NELIDA FRANCISCA;VALENCIA;FIGUEROA;FEMENINO;58;55-59;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;CHAÑARAL;RAUL SALAS AGUILERA;RAUL;SALAS;AGUILERA;MASCULINO;42;40-44;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;COPIAPO;INTI SALAMANCA FERNANDEZ;INTI;SALAMANCA;FERNANDEZ;MASCULINO;39;35-39;COMUNES;COMUNES
ALCALDES;3;DE ATACAMA;COPIAPO;LUIS GABRIEL MARCOS PEREZ;LUIS GABRIEL;MARCOS;PEREZ;MASCULINO;47;45-49;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;COPIAPO;MARCOS LOPEZ RIVERA;MARCOS;LOPEZ;RIVERA;MASCULINO;64;60-64;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;COPIAPO;MAXIMILIANO ALBERTO BARRIONUEVO GARCIA;MAXIMILIANO ALBERTO;BARRIONUEVO;GARCIA;MASCULINO;33;30-34;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;COPIAPO;OSCAR EDUARDO ARAYA CAMPOS;OSCAR EDUARDO;ARAYA;CAMPOS;MASCULINO;26;25-29;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;DIEGO DE ALMAGRO;ALONSO YERKO GUERRA RIVERA;ALONSO YERKO;GUERRA;RIVERA;MASCULINO;60;60-64;PR;PARTIDO RADICAL DE CHILE
ALCALDES;3;DE ATACAMA;DIEGO DE ALMAGRO;MARIA TORREJON ROJAS;MARIA;TORREJON;ROJAS;FEMENINO;49;45-49;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;3;DE ATACAMA;DIEGO DE ALMAGRO;MARIO ARAYA ROJAS;MARIO;ARAYA;ROJAS;MASCULINO;52;50-54;RN;RENOVACION NACIONAL
ALCALDES;3;DE ATACAMA;FREIRINA;CESAR ORELLANA ORELLANA;CESAR;ORELLANA;ORELLANA;MASCULINO;39;35-39;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;3;DE ATACAMA;FREIRINA;NICOLAS GALLARDO MARTINEZ;NICOLAS;GALLARDO;MARTINEZ;MASCULINO;35;35-39;RN;RENOVACION NACIONAL
ALCALDES;3;DE ATACAMA;HUASCO;CARMEN HIDALGO NARRIAS;CARMEN;HIDALGO;NARRIAS;FEMENINO;59;55-59;PPD;PARTIDO POR LA DEMOCRACIA
ALCALDES;3;DE ATACAMA;HUASCO;DANIEL DESIDERIO DIAZ TIRADO;DANIEL DESIDERIO;DIAZ;TIRADO;MASCULINO;46;45-49;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;HUASCO;GENARO BRICEÑO TAPIA;GENARO;BRICEÑO;TAPIA;MASCULINO;48;45-49;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;HUASCO;RONY ACUÑA BORQUEZ;RONY;ACUÑA;BORQUEZ;MASCULINO;39;35-39;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;CARLOS ROBERTO CAMPBELL ARAYA;CARLOS ROBERTO;CAMPBELL;ARAYA;MASCULINO;48;45-49;RD;REVOLUCION DEMOCRATICA
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;CAROLINA GANGAS SOBARZO;CAROLINA;GANGAS;SOBARZO;FEMENINO;46;45-49;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;CRISTOBAL ZUÑIGA ARANCIBIA;CRISTOBAL;ZUÑIGA;ARANCIBIA;MASCULINO;25;25-29;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;JOEL CARRIZO DIAZ;JOEL;CARRIZO;DIAZ;MASCULINO;58;55-59;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;LUIS PACHECO PACHECO;LUIS;PACHECO;PACHECO;MASCULINO;45;45-49;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;MONICA ALEJANDRA FUENTES RUBILAR;MONICA ALEJANDRA;FUENTES;RUBILAR;FEMENINO;47;45-49;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;TIERRA AMARILLA;YHANSS DELGADO QUEVEDO;YHANSS;DELGADO;QUEVEDO;MASCULINO;53;50-54;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;VALLENAR;ALEXIS DEL CARMEN LEMUS CAMPILLAY;ALEXIS DEL CARMEN;LEMUS;CAMPILLAY;MASCULINO;42;40-44;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;VALLENAR;ARMANDO FLORES JIMENEZ;ARMANDO;FLORES;JIMENEZ;MASCULINO;56;55-59;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;VALLENAR;IVAN MASCAREÑA SANTANA;IVAN;MASCAREÑA;SANTANA;MASCULINO;56;55-59;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;VALLENAR;KARINA ZARATE RODRIGUEZ;KARINA;ZARATE;RODRIGUEZ;FEMENINO;43;40-44;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;VALLENAR;PEDRO PABLO OGALDE MENESES;PEDRO PABLO;OGALDE;MENESES;MASCULINO;62;60-64;IND;INDEPENDIENTES
ALCALDES;3;DE ATACAMA;VALLENAR;VICTOR ISLA LUTZ;VICTOR;ISLA;LUTZ;MASCULINO;38;35-39;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ANDACOLLO;ANGELA GUERRA ARAYA;ANGELA;GUERRA;ARAYA;FEMENINO;57;55-59;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ANDACOLLO;CRISTIAN ESCALANTE VEGA;CRISTIAN;ESCALANTE;VEGA;MASCULINO;40;40-44;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ANDACOLLO;EDUARDO ALEJANDRO DUARTE YAÑEZ;EDUARDO ALEJANDRO;DUARTE;YAÑEZ;MASCULINO;46;45-49;IGUALDAD;IGUALDAD
ALCALDES;4;DE COQUIMBO;ANDACOLLO;GERALD ALBERT CERDA PIZARRO;GERALD ALBERT;CERDA;PIZARRO;MASCULINO;32;30-34;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ANDACOLLO;WILSON NUÑEZ ZEPEDA;WILSON;NUÑEZ;ZEPEDA;MASCULINO;50;50-54;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;4;DE COQUIMBO;CANELA;BERNARDO LEYTON LEMUS;BERNARDO;LEYTON;LEMUS;MASCULINO;53;50-54;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;4;DE COQUIMBO;CANELA;MARCIAL RUBEN SALAS CORTES;MARCIAL RUBEN;SALAS;CORTES;MASCULINO;56;55-59;RN;RENOVACION NACIONAL
ALCALDES;4;DE COQUIMBO;CANELA;RUBEN ORLANDO CORTES CAMPUSANO;RUBEN ORLANDO;CORTES;CAMPUSANO;MASCULINO;56;55-59;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;COMBARBALA;EGIDIO BALTAZAR UGALDE GOMEZ;EGIDIO BALTAZAR;UGALDE;GOMEZ;MASCULINO;61;60-64;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;COMBARBALA;KATHERINE SOLEDAD GALLEGUILLOS ZEPEDA;KATHERINE SOLEDAD;GALLEGUILLOS;ZEPEDA;FEMENINO;46;45-49;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;COMBARBALA;PEDRO CASTILLO DIAZ;PEDRO;CASTILLO;DIAZ;MASCULINO;39;35-39;PDC;PARTIDO DEMOCRATA CRISTIANO
ALCALDES;4;DE COQUIMBO;COMBARBALA;RENAN GREGORIO UGALDE MEZA;RENAN GREGORIO;UGALDE;MEZA;MASCULINO;60;60-64;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;COMBARBALA;SERGIO HONOFRE ARAYA RAMIREZ;SERGIO HONOFRE;ARAYA;RAMIREZ;MASCULINO;50;50-54;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;4;DE COQUIMBO;COQUIMBO;ALI MANUEL MANOUCHEHRI MOGHADAM KASHAN LOBOS;ALI MANUEL;MANOUCHEHRI MOGHADAM KASHAN;LOBOS;MASCULINO;34;30-34;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;COQUIMBO;FERNANDO VIVEROS REYES;FERNANDO;VIVEROS;REYES;MASCULINO;39;35-39;PCCH;PARTIDO COMUNISTA DE CHILE
ALCALDES;4;DE COQUIMBO;COQUIMBO;MARCELO PEREIRA PERALTA;MARCELO;PEREIRA;PERALTA;MASCULINO;39;35-39;PDC;PARTIDO DEMOCRATA CRISTIANO
ALCALDES;4;DE COQUIMBO;COQUIMBO;MOIRA IVONNE NAVEA DIAZ;MOIRA IVONNE;NAVEA;DIAZ;FEMENINO;50;50-54;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;COQUIMBO;PEDRO ANTONIO CASTILLO CASTILLO;PEDRO ANTONIO;CASTILLO;CASTILLO;MASCULINO;55;55-59;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;4;DE COQUIMBO;COQUIMBO;RICARDO VITALY LEDEZMA JIMENEZ;RICARDO VITALY;LEDEZMA;JIMENEZ;MASCULINO;48;45-49;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ILLAPEL;DENIS CORTES AGUILERA;DENIS;CORTES;AGUILERA;MASCULINO;42;40-44;PDC;PARTIDO DEMOCRATA CRISTIANO
ALCALDES;4;DE COQUIMBO;ILLAPEL;ERNESTINA SARMIENTO RIVERA;ERNESTINA;SARMIENTO;RIVERA;FEMENINO;38;35-39;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ILLAPEL;LUIS LEMUS ARACENA;LUIS;LEMUS;ARACENA;MASCULINO;59;55-59;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;ILLAPEL;PATRICIO EDUARDO ASTUDILLO VALENCIA;PATRICIO EDUARDO;ASTUDILLO;VALENCIA;MASCULINO;47;45-49;CONVERGENCIA;CONVERGENCIA SOCIAL
ALCALDES;4;DE COQUIMBO;ILLAPEL;RICARDO DEL TRANSITO CASTILLO CASTILLO;RICARDO DEL TRANSITO;CASTILLO;CASTILLO;MASCULINO;51;50-54;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;LA HIGUERA;UBERLINDA AQUEA BARRAZA;UBERLINDA;AQUEA;BARRAZA;FEMENINO;50;50-54;PS;PARTIDO SOCIALISTA DE CHILE
ALCALDES;4;DE COQUIMBO;LA HIGUERA;YERKO GALLEGUILLOS OSSANDON;YERKO;GALLEGUILLOS;OSSANDON;MASCULINO;46;45-49;UDI;UNION DEMOCRATA INDEPENDIENTE
ALCALDES;4;DE COQUIMBO;LA SERENA;ALEX FERNANDO GARRIDO TAPIA;ALEX FERNANDO;GARRIDO;TAPIA;MASCULINO;43;40-44;COMUNES;COMUNES
ALCALDES;4;DE COQUIMBO;LA SERENA;CLAUDIO ISMAEL PIÑA NOVOA;CLAUDIO ISMAEL;PIÑA;NOVOA;MASCULINO;30;30-34;IND;INDEPENDIENTES
ALCALDES;4;DE COQUIMBO;LA SERENA;JUAN CARLOS THENOUX CIUDAD;JUAN CARLOS;THENOUX;CIUDAD;MASCULINO;59;55-59;IND;INDEPENDIENTES
